date,1. open,2. high,3. low,4. close,5. volume
2019-11-21 16:00:00,1734.1801,1735.0,1734.118,1735.0,29531.0
2019-11-21 15:59:00,1733.86,1734.5,1733.79,1734.26,14439.0
2019-11-21 15:58:00,1734.8195,1734.975,1733.9,1733.9399,16735.0
2019-11-21 15:57:00,1734.52,1735.0,1734.2615,1734.78,13213.0
2019-11-21 15:56:00,1734.29,1734.6,1733.8,1733.9,13935.0
2019-11-21 15:55:00,1732.45,1734.3899,1731.92,1734.3899,13641.0
2019-11-21 15:54:00,1732.53,1732.66,1732.0,1732.29,10298.0
2019-11-21 15:53:00,1731.8199,1732.5699,1731.7,1732.5699,8002.0
2019-11-21 15:52:00,1732.59,1732.6021,1731.54,1731.85,13991.0
2019-11-21 15:51:00,1734.8,1734.8,1732.4399,1732.4399,17349.0
2019-11-21 15:50:00,1734.39,1734.97,1734.39,1734.97,3476.0
2019-11-21 15:49:00,1734.72,1734.83,1734.4449,1734.4449,6323.0
2019-11-21 15:48:00,1733.85,1734.365,1733.72,1734.365,4498.0
2019-11-21 15:47:00,1733.4,1733.87,1733.27,1733.86,5133.0
2019-11-21 15:46:00,1733.415,1733.71,1733.415,1733.48,3596.0
2019-11-21 15:45:00,1733.2572,1733.8134,1733.2572,1733.47,3190.0
2019-11-21 15:44:00,1733.4301,1733.8101,1732.76,1733.2,7166.0
2019-11-21 15:43:00,1734.02,1734.1642,1733.22,1733.22,8194.0
2019-11-21 15:42:00,1733.4301,1733.99,1733.13,1733.8516,4811.0
2019-11-21 15:41:00,1733.8199,1733.87,1733.12,1733.36,7912.0
2019-11-21 15:40:00,1734.1801,1734.1801,1733.55,1733.55,8292.0
2019-11-21 15:39:00,1735.0699,1735.2,1734.16,1734.16,5937.0
2019-11-21 15:38:00,1735.25,1735.26,1734.985,1734.985,2221.0
2019-11-21 15:37:00,1735.78,1735.78,1734.59,1735.235,8748.0
2019-11-21 15:36:00,1735.98,1735.98,1735.42,1735.42,2640.0
2019-11-21 15:35:00,1736.0638,1736.1,1735.39,1735.72,8792.0
2019-11-21 15:34:00,1735.76,1735.99,1735.58,1735.76,3075.0
2019-11-21 15:33:00,1736.13,1736.14,1735.89,1735.91,1539.0
2019-11-21 15:32:00,1736.26,1736.65,1736.26,1736.269,3089.0
2019-11-21 15:31:00,1735.89,1736.24,1735.89,1736.24,1810.0
2019-11-21 15:30:00,1736.125,1736.125,1735.5831,1735.79,1093.0
2019-11-21 15:29:00,1735.8101,1735.8101,1735.46,1735.79,3429.0
2019-11-21 15:28:00,1735.6899,1735.6899,1735.35,1735.6801,1826.0
2019-11-21 15:27:00,1736.5699,1736.5699,1735.9399,1735.9399,2579.0
2019-11-21 15:26:00,1736.4,1736.87,1736.295,1736.295,4642.0
2019-11-21 15:25:00,1736.0,1736.37,1735.9401,1736.095,3782.0
2019-11-21 15:24:00,1736.46,1736.46,1735.7012,1735.7012,3341.0
