date,1. open,2. high,3. low,4. close,5. volume
2020-01-03 16:00:00,297.81,298.03,297.37,297.38,451207.0
2020-01-03 15:59:00,297.79,297.84,297.67,297.8128,166780.0
2020-01-03 15:58:00,297.92,297.96,297.74,297.8001,168149.0
2020-01-03 15:57:00,298.08,298.17,297.88,297.95,168372.0
2020-01-03 15:56:00,298.06,298.17,297.92,298.07,143728.0
2020-01-03 15:55:00,298.26,298.27,298.0,298.03,173889.0
2020-01-03 15:54:00,298.0921,298.27,298.0921,298.26,97351.0
2020-01-03 15:53:00,297.9454,298.23,297.94,298.0747,159411.0
2020-01-03 15:52:00,297.72,297.96,297.685,297.96,139478.0
2020-01-03 15:51:00,297.84,297.84,297.53,297.74,240184.0
2020-01-03 15:50:00,297.76,297.9,297.74,297.86,123298.0
2020-01-03 15:49:00,298.0319,298.04,297.75,297.75,192891.0
2020-01-03 15:48:00,298.22,298.2232,298.02,298.03,83245.0
2020-01-03 15:47:00,298.16,298.24,298.15,298.2176,65674.0
2020-01-03 15:46:00,298.33,298.33,298.14,298.167,87431.0
2020-01-03 15:45:00,298.39,298.39,298.28,298.3457,36261.0
2020-01-03 15:44:00,298.3,298.45,298.2874,298.3822,61666.0
2020-01-03 15:43:00,298.31,298.34,298.27,298.282,58584.0
2020-01-03 15:42:00,298.32,298.33,298.22,298.2887,54790.0
2020-01-03 15:41:00,298.22,298.34,298.2,298.31,50536.0
2020-01-03 15:40:00,298.31,298.34,298.21,298.22,63370.0
2020-01-03 15:39:00,298.505,298.505,298.24,298.3054,82480.0
2020-01-03 15:38:00,298.53,298.57,298.44,298.5,87510.0
2020-01-03 15:37:00,298.43,298.6,298.43,298.53,94003.0
2020-01-03 15:36:00,298.29,298.4899,298.26,298.45,67789.0
2020-01-03 15:35:00,298.35,298.5076,298.29,298.29,55321.0
2020-01-03 15:34:00,298.335,298.47,298.3,298.3381,77109.0
2020-01-03 15:33:00,298.16,298.37,298.16,298.33,87039.0
2020-01-03 15:32:00,298.47,298.47,298.12,298.14,154615.0
2020-01-03 15:31:00,298.55,298.6,298.42,298.4847,155315.0
2020-01-03 15:30:00,298.6401,298.68,298.5392,298.57,61675.0
2020-01-03 15:29:00,298.69,298.8099,298.62,298.66,56017.0
2020-01-03 15:28:00,298.83,298.86,298.61,298.67,70215.0
2020-01-03 15:27:00,299.0,299.01,298.83,298.83,47013.0
2020-01-03 15:26:00,298.82,299.021,298.76,298.9733,67776.0
2020-01-03 15:25:00,298.8996,298.95,298.69,298.82,90385.0
2020-01-03 15:24:00,299.0197,299.03,298.87,298.88,69867.0
2020-01-03 15:23:00,298.99,299.085,298.99,299.01,44388.0
2020-01-03 15:22:00,299.1198,299.18,298.92,298.9975,69492.0
2020-01-03 15:21:00,299.15,299.22,299.07,299.105,65106.0
2020-01-03 15:20:00,299.15,299.19,299.09,299.1477,36618.0
2020-01-03 15:19:00,299.0648,299.2,299.05,299.13,48367.0
2020-01-03 15:18:00,299.0499,299.17,299.0005,299.07,33376.0
2020-01-03 15:17:00,299.1101,299.1898,299.0,299.04,53764.0
2020-01-03 15:16:00,298.9899,299.22,298.97,299.11,63884.0
2020-01-03 15:15:00,299.0011,299.03,298.87,298.99,94215.0
2020-01-03 15:14:00,299.31,299.3195,298.95,299.0067,201561.0
2020-01-03 15:13:00,299.39,299.4799,299.3,299.3,36001.0
2020-01-03 15:12:00,299.2259,299.4699,299.2,299.41,68088.0
2020-01-03 15:11:00,299.55,299.57,299.2085,299.23,101786.0
2020-01-03 15:10:00,299.635,299.635,299.54,299.56,43167.0
2020-01-03 15:09:00,299.74,299.74,299.6,299.63,56748.0
2020-01-03 15:08:00,299.7101,299.78,299.7,299.73,35794.0
2020-01-03 15:07:00,299.83,299.85,299.69,299.7211,61584.0
2020-01-03 15:06:00,299.88,299.8802,299.66,299.8385,55520.0
2020-01-03 15:05:00,299.99,299.99,299.81,299.874,45092.0
2020-01-03 15:04:00,299.94,300.03,299.89,299.985,84976.0
2020-01-03 15:03:00,299.88,300.0,299.86,299.93,132116.0
2020-01-03 15:02:00,299.7358,299.92,299.7,299.86,57439.0
2020-01-03 15:01:00,299.81,299.815,299.71,299.73,31366.0
2020-01-03 15:00:00,299.84,299.93,299.83,299.83,30394.0
2020-01-03 14:59:00,299.915,299.9216,299.79,299.8548,74567.0
2020-01-03 14:58:00,299.8758,299.94,299.87,299.9,48806.0
2020-01-03 14:57:00,299.8023,299.9,299.8023,299.878,48176.0
2020-01-03 14:56:00,299.7299,299.82,299.7,299.802,35423.0
2020-01-03 14:55:00,299.76,299.81,299.7,299.7,39637.0
2020-01-03 14:54:00,299.7854,299.89,299.7374,299.7563,50000.0
2020-01-03 14:53:00,299.6861,299.8,299.68,299.7863,63162.0
2020-01-03 14:52:00,299.595,299.7,299.57,299.6919,78353.0
