date,1. open,2. high,3. low,4. close,5. volume
2019-12-20 16:00:00,336.88,337.0,336.79,336.97,156186.0
2019-12-20 15:59:00,336.81,336.91,336.6889,336.9045,77144.0
2019-12-20 15:58:00,336.66,336.85,336.6,336.83,64545.0
2019-12-20 15:57:00,336.63,336.81,336.58,336.66,62015.0
2019-12-20 15:56:00,336.76,336.86,336.44,336.63,48943.0
2019-12-20 15:55:00,336.31,336.77,336.07,336.675,54426.0
2019-12-20 15:54:00,336.3866,336.6723,336.2344,336.3066,49863.0
2019-12-20 15:53:00,336.43,336.55,336.3601,336.39,32233.0
2019-12-20 15:52:00,336.45,336.47,336.33,336.44,32523.0
2019-12-20 15:51:00,335.86,336.45,335.77,336.45,63354.0
2019-12-20 15:50:00,335.59,335.922,335.57,335.85,25709.0
2019-12-20 15:49:00,335.6,335.64,335.49,335.59,9437.0
2019-12-20 15:48:00,335.52,335.62,335.38,335.59,16324.0
2019-12-20 15:47:00,335.42,335.54,335.42,335.535,12267.0
2019-12-20 15:46:00,335.42,335.53,335.405,335.45,10265.0
2019-12-20 15:45:00,335.335,335.49,335.3,335.43,18948.0
2019-12-20 15:44:00,335.53,335.53,335.31,335.35,19820.0
2019-12-20 15:43:00,335.7,335.7,335.53,335.53,21027.0
2019-12-20 15:42:00,335.9,335.97,335.73,335.73,19683.0
2019-12-20 15:41:00,336.15,336.16,335.9,335.94,13479.0
2019-12-20 15:40:00,336.18,336.2,336.1,336.14,7285.0
2019-12-20 15:39:00,336.18,336.18,336.08,336.1001,10234.0
2019-12-20 15:38:00,336.2,336.24,336.1519,336.175,12702.0
2019-12-20 15:37:00,336.16,336.25,336.12,336.1828,10499.0
2019-12-20 15:36:00,336.0,336.2,335.98,336.1638,12038.0
2019-12-20 15:35:00,335.95,336.13,335.95,336.02,11235.0
2019-12-20 15:34:00,335.9075,336.02,335.9075,335.96,11643.0
2019-12-20 15:33:00,335.94,336.1199,335.89,335.924,18859.0
2019-12-20 15:32:00,335.91,335.98,335.89,335.925,11361.0
2019-12-20 15:31:00,336.06,336.06,335.885,335.92,13083.0
2019-12-20 15:30:00,336.0825,336.1,335.98,336.07,10767.0
2019-12-20 15:29:00,335.99,336.1,335.93,336.09,11511.0
2019-12-20 15:28:00,336.0,336.0357,335.83,335.9827,13622.0
2019-12-20 15:27:00,336.1,336.13,335.9101,335.98,14378.0
2019-12-20 15:26:00,336.25,336.27,336.1,336.1,10705.0
2019-12-20 15:25:00,336.2941,336.3,336.1908,336.3,8102.0
2019-12-20 15:24:00,336.29,336.33,336.24,336.29,6930.0
2019-12-20 15:23:00,336.37,336.37,336.26,336.334,7109.0
2019-12-20 15:22:00,336.32,336.45,336.28,336.3701,8265.0
2019-12-20 15:21:00,336.37,336.4,336.34,336.35,7458.0
2019-12-20 15:20:00,336.49,336.53,336.34,336.34,10315.0
2019-12-20 15:19:00,336.4,336.5,336.33,336.4899,8357.0
2019-12-20 15:18:00,336.36,336.39,336.23,336.39,5836.0
2019-12-20 15:17:00,336.34,336.3831,336.26,336.33,4178.0
2019-12-20 15:16:00,336.43,336.47,336.33,336.33,5664.0
2019-12-20 15:15:00,336.48,336.5143,336.4,336.4,6469.0
2019-12-20 15:14:00,336.465,336.56,336.39,336.4265,8379.0
