date,1. open,2. high,3. low,4. close,5. volume
2019-12-23 16:00:00,1792.51,1793.11,1792.33,1793.01,38179.0
2019-12-23 15:59:00,1792.9351,1792.9351,1791.99,1792.47,15064.0
2019-12-23 15:58:00,1792.0538,1792.95,1792.02,1792.95,17027.0
2019-12-23 15:57:00,1791.58,1792.25,1791.48,1792.15,14611.0
2019-12-23 15:56:00,1791.45,1792.0,1791.45,1791.63,13335.0
2019-12-23 15:55:00,1791.29,1791.39,1790.8875,1791.39,10936.0
2019-12-23 15:54:00,1790.864,1791.14,1790.864,1791.12,6706.0
2019-12-23 15:53:00,1790.83,1790.9,1790.75,1790.875,8350.0
2019-12-23 15:52:00,1790.88,1791.03,1790.7,1790.7,6079.0
2019-12-23 15:51:00,1791.2,1791.8101,1790.87,1790.88,8441.0
2019-12-23 15:50:00,1790.76,1790.95,1790.63,1790.95,4473.0
2019-12-23 15:49:00,1790.5,1790.9,1790.5,1790.76,7820.0
2019-12-23 15:48:00,1791.1522,1791.1522,1790.5,1790.61,4331.0
2019-12-23 15:47:00,1791.0601,1791.37,1790.9601,1791.0212,4022.0
2019-12-23 15:46:00,1791.25,1791.27,1790.9,1791.0,2430.0
2019-12-23 15:45:00,1791.29,1791.29,1790.8174,1791.0601,4329.0
2019-12-23 15:44:00,1791.365,1791.55,1791.355,1791.54,4791.0
2019-12-23 15:43:00,1791.34,1791.55,1791.2906,1791.3252,2647.0
2019-12-23 15:42:00,1791.55,1791.71,1791.4399,1791.54,3429.0
2019-12-23 15:41:00,1791.23,1791.51,1791.13,1791.51,3194.0
2019-12-23 15:40:00,1790.5048,1791.089,1790.5,1791.089,5019.0
2019-12-23 15:39:00,1791.53,1791.55,1790.86,1791.0,3508.0
2019-12-23 15:38:00,1791.77,1791.825,1791.67,1791.76,3594.0
2019-12-23 15:37:00,1791.5,1791.84,1791.3273,1791.8049,4041.0
2019-12-23 15:36:00,1791.5,1791.5601,1791.495,1791.52,1498.0
2019-12-23 15:35:00,1791.73,1791.75,1791.5,1791.62,2972.0
2019-12-23 15:34:00,1791.48,1791.76,1791.39,1791.63,5907.0
2019-12-23 15:33:00,1791.84,1791.84,1791.35,1791.35,4462.0
2019-12-23 15:32:00,1791.41,1792.15,1791.41,1792.0104,14175.0
2019-12-23 15:31:00,1791.1801,1791.34,1791.02,1791.34,2680.0
2019-12-23 15:30:00,1791.24,1791.3002,1791.17,1791.3002,934.0
2019-12-23 15:29:00,1791.58,1791.58,1791.29,1791.29,1561.0
2019-12-23 15:28:00,1791.25,1791.6801,1791.15,1791.6801,3210.0
2019-12-23 15:27:00,1791.6,1791.6172,1791.15,1791.15,4658.0
2019-12-23 15:26:00,1791.53,1791.53,1791.1801,1791.39,3334.0
2019-12-23 15:25:00,1791.345,1791.345,1791.345,1791.345,540.0
2019-12-23 15:24:00,1791.21,1791.51,1791.15,1791.51,3521.0
2019-12-23 15:23:00,1791.355,1791.5,1791.355,1791.39,3681.0
2019-12-23 15:22:00,1791.058,1791.4,1790.97,1791.4,3708.0
2019-12-23 15:21:00,1790.74,1790.9301,1790.74,1790.9301,1811.0
2019-12-23 15:20:00,1790.59,1790.6586,1790.47,1790.6563,1998.0
2019-12-23 15:19:00,1790.536,1790.63,1790.465,1790.63,3010.0
2019-12-23 15:18:00,1790.66,1790.73,1790.3621,1790.3621,5745.0
2019-12-23 15:17:00,1790.64,1790.73,1790.53,1790.73,2528.0
2019-12-23 15:16:00,1790.4449,1790.72,1790.4449,1790.5378,2455.0
2019-12-23 15:15:00,1790.8,1790.8,1790.28,1790.475,4760.0
2019-12-23 15:14:00,1790.96,1790.96,1790.64,1790.8,709.0
2019-12-23 15:13:00,1790.86,1791.04,1790.7073,1791.04,2845.0
2019-12-23 15:12:00,1791.235,1791.3199,1791.01,1791.045,2327.0
2019-12-23 15:11:00,1791.35,1791.35,1791.01,1791.235,2822.0
2019-12-23 15:10:00,1791.15,1791.35,1791.15,1791.325,2050.0
2019-12-23 15:09:00,1791.4,1791.4,1791.13,1791.13,2916.0
2019-12-23 15:08:00,1791.3137,1791.4,1791.1198,1791.275,1864.0
2019-12-23 15:07:00,1791.0,1791.3,1791.0,1791.1479,2491.0
2019-12-23 15:06:00,1790.98,1791.23,1790.766,1791.23,2250.0
2019-12-23 15:05:00,1790.9246,1791.5,1790.9246,1791.17,3372.0
2019-12-23 15:04:00,1791.23,1791.23,1790.96,1790.99,2047.0
2019-12-23 15:03:00,1791.09,1791.672,1791.09,1791.351,4488.0
2019-12-23 15:02:00,1790.91,1790.95,1790.91,1790.95,1865.0
2019-12-23 15:01:00,1790.6801,1791.1021,1790.6801,1791.0275,6197.0
2019-12-23 15:00:00,1790.45,1790.62,1790.4301,1790.62,1452.0
2019-12-23 14:59:00,1790.89,1790.9399,1790.55,1790.5707,3870.0
2019-12-23 14:58:00,1790.67,1790.9691,1790.67,1790.9691,13318.0
2019-12-23 14:57:00,1790.3199,1790.59,1790.3199,1790.5472,1627.0
2019-12-23 14:56:00,1790.36,1790.3658,1790.35,1790.35,1179.0
2019-12-23 14:55:00,1790.39,1790.71,1790.39,1790.6234,3781.0
2019-12-23 14:54:00,1790.5386,1790.635,1790.47,1790.47,2529.0
2019-12-23 14:53:00,1790.4,1790.63,1790.4,1790.595,2748.0
2019-12-23 14:52:00,1790.2122,1790.24,1790.1075,1790.24,11014.0
2019-12-23 14:51:00,1790.45,1790.45,1790.269,1790.269,1394.0
2019-12-23 14:50:00,1790.25,1790.45,1790.25,1790.45,1904.0
2019-12-23 14:49:00,1790.02,1790.4176,1789.95,1790.09,2857.0
2019-12-23 14:48:00,1790.8199,1790.85,1790.16,1790.16,2422.0
2019-12-23 14:47:00,1790.83,1790.99,1790.6899,1790.6899,4551.0
2019-12-23 14:46:00,1790.87,1790.87,1790.71,1790.78,1136.0
2019-12-23 14:45:00,1790.9,1790.99,1790.77,1790.77,2185.0
2019-12-23 14:44:00,1790.4399,1791.14,1790.4399,1791.14,3208.0
2019-12-23 14:43:00,1790.27,1790.3199,1790.24,1790.3199,2849.0
2019-12-23 14:42:00,1790.4399,1790.4399,1790.4399,1790.4399,275.0
2019-12-23 14:41:00,1790.42,1790.66,1790.25,1790.27,4655.0
2019-12-23 14:40:00,1790.59,1790.59,1790.42,1790.554,2018.0
2019-12-23 14:39:00,1790.87,1790.87,1790.4,1790.5,3652.0
2019-12-23 14:38:00,1791.17,1791.17,1791.17,1791.17,1166.0
2019-12-23 14:37:00,1791.3,1791.53,1791.29,1791.42,3617.0
2019-12-23 14:36:00,1791.03,1791.3,1791.02,1791.1801,2605.0
2019-12-23 14:35:00,1790.83,1791.13,1790.83,1791.025,4777.0
2019-12-23 14:34:00,1790.9143,1791.0188,1790.88,1790.88,3280.0
2019-12-23 14:33:00,1791.0699,1791.2294,1790.98,1791.0,3011.0
